,address,match_address
4440,"Dice St & 5th St SW, Charlottesville, Virginia, 22903","DICE ST & 5TH ST SW, CHARLOTTESVILLE, VA"
4463,"1000 Locust Ln, Charlottesville, Virginia, 22901","1000 LOCUST LN, CHARLOTTESVILLE, VA"
4465,"400 Commerce St, Charlottesville, Virginia, 22903","400 COMMERCE ST, CHARLOTTESVILLE, VA"
4466,"1000 Tufton Ave, Charlottesville, Virginia, 22902","1000 TUFTON AVE, CHARLOTTESVILLE, VA"
4472,"Elliott Ave & Burnet St, Charlottesville, Virginia, 22902","ELLIOTT AVE & BURNET ST, CHARLOTTESVILLE, VA"
4479,"Orangedale Ave, Charlottesville, Virginia, 22903","ORANGEDALE AVE, CHARLOTTESVILLE, VA"
4484,"1st St S & Oak St, Charlottesville, Virginia, 22902","1ST ST S & OAK ST, CHARLOTTESVILLE, VA"
4487,"700 Castalia St, Charlottesville, Virginia, 22902","700 CASTALIA ST, CHARLOTTESVILLE, VA"
4491,"1300 Early St, Charlottesville, Virginia, 22902","1300 EARLY ST, CHARLOTTESVILLE, VA"
4497,"12 1/2 St NW, Charlottesville, Virginia, 22903","12 1/2 ST NW, CHARLOTTESVILLE, VA"
4501,"1400 Jefferson Park Ave, Charlottesville, Virginia, 22903","1400 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
4503,"5th St NW, Charlottesville, Virginia, 22903","5TH ST NW, CHARLOTTESVILLE, VA"
4504,"2 Robertson Ave, Charlottesville, Virginia, 22903","2 ROBERTSON AVE, CHARLOTTESVILLE, VA"
4510,"300 Greenbrier Dr, Charlottesville, Virginia, 22901","300 GREENBRIER DR, CHARLOTTESVILLE, VA"
4512,"200 8th St NE, Charlottesville, Virginia, 22902","200 8TH ST NE, CHARLOTTESVILLE, VA"
4514,"400 Lexington Ave, Charlottesville, Virginia, 22902","400 LEXINGTON AVE, CHARLOTTESVILLE, VA"
4525,"800 Tunlaw Pl, Charlottesville, Virginia, 22903","800 TUNLAW PL, CHARLOTTESVILLE, VA"
4526,"1100 Meadow St, Charlottesville, Virginia, 22903","1100 MEADOW ST, CHARLOTTESVILLE, VA"
4527,"2500 Kerry Ln, Charlottesville, Virginia, 22901","2500 KERRY LN, CHARLOTTESVILLE, VA"
4535,"8th St NW & Anderson St, Charlottesville, Virginia, 22903","8TH ST NW & ANDERSON ST, CHARLOTTESVILLE, VA"
4545,"1400 Hilltop Rd, Charlottesville, Virginia, 22903","1400 HILLTOP RD, CHARLOTTESVILLE, VA"
4559,"500 Bailey Rd, Charlottesville, Virginia, 22903","500 BAILEY RD, CHARLOTTESVILLE, VA"
4560,"700 Page St, Charlottesville, Virginia, 22903","700 PAGE ST, CHARLOTTESVILLE, VA"
4562,"200 Hillcrest Rd, Charlottesville, Virginia, 22903","200 HILLCREST RD, CHARLOTTESVILLE, VA"
4575,"200 1st St S, Charlottesville, Virginia, 22902","200 1ST ST S, CHARLOTTESVILLE, VA"
4577,"200 2nd St SE, Charlottesville, Virginia, 22902","200 2ND ST SE, CHARLOTTESVILLE, VA"
4591,"Garrett St & Monticello Ave, Charlottesville, Virginia, 22902","GARRETT ST & MONTICELLO AVE, CHARLOTTESVILLE, VA"
4601,"1200 Mowbray Pl, Charlottesville, Virginia, 22902","1200 MOWBRAY PL, CHARLOTTESVILLE, VA"
4603,"Lambeth Ln, Charlottesville, Virginia, 22903","LAMBETH LN, CHARLOTTESVILLE, VA"
4604,"600 Rives St, Charlottesville, Virginia, 22902","600 RIVES ST, CHARLOTTESVILLE, VA"
4605,"Blenheim Ave, Charlottesville, Virginia, 22902","BLENHEIM AVE, CHARLOTTESVILLE, VA"
4614,"Nicholson St, Charlottesville, Virginia, 22901","NICHOLSON ST, CHARLOTTESVILLE, VA"
4627,"1100 Grove St, Charlottesville, Virginia, 22903","1100 GROVE ST, CHARLOTTESVILLE, VA"
4629,"100 Wilson Ct, Charlottesville, Virginia, 22901","100 WILSON CT, CHARLOTTESVILLE, VA"
4633,"Avon St & Levy Ave, Charlottesville, Virginia, 22902","AVON ST & LEVY AVE, CHARLOTTESVILLE, VA"
4634,"100 Montpelier St, Charlottesville, Virginia, 22903","100 MONTPELIER ST, CHARLOTTESVILLE, VA"
4637,"1900 University Ave, Charlottesville, Virginia, 22903","1900 UNIVERSITY AVE, CHARLOTTESVILLE, VA"
4638,"400 Franklin St, Charlottesville, Virginia, 22902","400 FRANKLIN ST, CHARLOTTESVILLE, VA"
4640,"Sycamore St, Charlottesville, Virginia, 22902","SYCAMORE ST, CHARLOTTESVILLE, VA"
4645,"1200 Hilltop Rd, Charlottesville, Virginia, 22903","1200 HILLTOP RD, CHARLOTTESVILLE, VA"
4652,"Chesapeake St & Riverside Ave, Charlottesville, Virginia, 22902","CHESAPEAKE ST & RIVERSIDE AVE, CHARLOTTESVILLE, VA"
4658,"700 Druid Avenue, Charlottesville, Virginia, 22902","700 DRUID AVENUE, CHARLOTTESVILLE, VA"
4664,"800 Castalia Street, Charlottesville, Virginia, 22902","800 CASTALIA STREET, CHARLOTTESVILLE, VA"
4665,"100 Grimes Pl, Charlottesville, Virginia, 22902","100 GRIMES PL, CHARLOTTESVILLE, VA"
4668,"2nd St SE & Monticello Ave, Charlottesville, Virginia, 22902","2ND ST SE & MONTICELLO AVE, CHARLOTTESVILLE, VA"
4672,"1700 Rugby Rd, Charlottesville, Virginia, 22903","1700 RUGBY RD, CHARLOTTESVILLE, VA"
4673,"1300 Virginia Ave, Charlottesville, Virginia, 22903","1300 VIRGINIA AVE, CHARLOTTESVILLE, VA"
4683,"Chandler Ct, Charlottesville, Virginia, 22902","CHANDLER CT, CHARLOTTESVILLE, VA"
4684,"1200 Sycamore St, Charlottesville, Virginia, 22902","1200 SYCAMORE ST, CHARLOTTESVILLE, VA"
4686,"300 Spring St, Charlottesville, Virginia, 22903","300 SPRING ST, CHARLOTTESVILLE, VA"
4688,"1000 Melbourne Rd, Charlottesville, Virginia, 22901","1000 MELBOURNE RD, CHARLOTTESVILLE, VA"
4701,"Garden St, Charlottesville, Virginia, 22902","GARDEN ST, CHARLOTTESVILLE, VA"
4712,"1400 Dairy Rd, Charlottesville, Virginia, 22903","1400 DAIRY RD, CHARLOTTESVILLE, VA"
4723,"9th St NE & E Jefferson St, Charlottesville, Virginia, 22902","9TH ST NE & E JEFFERSON ST, CHARLOTTESVILLE, VA"
4726,"1000 Hazel St, Charlottesville, Virginia, 22902","1000 HAZEL ST, CHARLOTTESVILLE, VA"
4732,"Rose Hill Dr & Amherst St, Charlottesville, Virginia, 22903","ROSE HILL DR & AMHERST ST, CHARLOTTESVILLE, VA"
4739,"200 Todd Ave, Charlottesville, Virginia, 22903","200 TODD AVE, CHARLOTTESVILLE, VA"
4741,"200 Merchant Walk Ave, Charlottesville, Virginia, 22902","200 MERCHANT WALK AVE, CHARLOTTESVILLE, VA"
4745,"200 Spring St, Charlottesville, Virginia, 22903","200 SPRING ST, CHARLOTTESVILLE, VA"
4746,"1100 Elliott Avenue, Charlottesville, Virginia, 22902","1100 ELLIOTT AVENUE, CHARLOTTESVILLE, VA"
4747,"Culbreth Rd, Charlottesville, Virginia, 22903","CULBRETH RD, CHARLOTTESVILLE, VA"
4750,"800 Rougemont Ave, Charlottesville, Virginia, 22902","800 ROUGEMONT AVE, CHARLOTTESVILLE, VA"
4756,"Short 18th St, Charlottesville, Virginia, 22902","SHORT 18TH ST, CHARLOTTESVILLE, VA"
4760,"250 Rugby Rd, Charlottesville, Virginia, 22903","250 RUGBY RD, CHARLOTTESVILLE, VA"
4761,"Emmet St S & University Ave, Charlottesville, Virginia, 22903","EMMET ST S & UNIVERSITY AVE, CHARLOTTESVILLE, VA"
4762,"800 Rivanna Ave, Charlottesville, Virginia, 22903","800 RIVANNA AVE, CHARLOTTESVILLE, VA"
4765,"Tunlaw Pl, Charlottesville, Virginia, 22903","TUNLAW PL, CHARLOTTESVILLE, VA"
4774,"1200 Seminole Trl, Charlottesville, Virginia, 22901","1200 SEMINOLE TRL, CHARLOTTESVILLE, VA"
4776,"Martin St, Charlottesville, Virginia, 22901","MARTIN ST, CHARLOTTESVILLE, VA"
4778,"700 Cargil Ln, Charlottesville, Virginia, 22902","700 CARGIL LN, CHARLOTTESVILLE, VA"
4784,"3100 Fontaine Avenue Extended, Charlottesville, Virginia, 22903","3100 FONTAINE AVENUE EXTENDED, CHARLOTTESVILLE, VA"
4785,"Christa Ct, Charlottesville, Virginia, 22903","CHRISTA CT, CHARLOTTESVILLE, VA"
4787,"Rosser Ave, Charlottesville, Virginia, 22903","ROSSER AVE, CHARLOTTESVILLE, VA"
4794,"200 Elizabeth Ave, Waynesboro, Virginia, 22980","200 ELIZABETH AVE, CHARLOTTESVILLE, VA"
4799,"Harris St & Preston Ave, Charlottesville, Virginia, 22903","HARRIS ST & PRESTON AVE, CHARLOTTESVILLE, VA"
4803,"1 Garrett St, Charlottesville, Virginia, 22902","1 GARRETT ST, CHARLOTTESVILLE, VA"
4806,"100 Kenwood Cir, Charlottesville, Virginia, 22901","100 KENWOOD CIR, CHARLOTTESVILLE, VA"
4812,"Ridge McIntire Rd & W Main St, Charlottesville, Virginia, 22903","RIDGE MCINTIRE RD & W MAIN ST, CHARLOTTESVILLE, VA"
4813,"Forest St, Charlottesville, Virginia, 22903","FOREST ST, CHARLOTTESVILLE, VA"
4815,"1400 Florence Rd, Charlottesville, Virginia, 22902","1400 FLORENCE RD, CHARLOTTESVILLE, VA"
4817,"100 Birdwood Ct, Charlottesville, Virginia, 22903","100 BIRDWOOD CT, CHARLOTTESVILLE, VA"
4818,"2400 Hillwood Pl, Charlottesville, Virginia, 22901","2400 HILLWOOD PL, CHARLOTTESVILLE, VA"
4823,"Hardwood Ave, Charlottesville, Virginia, 22903","HARDWOOD AVE, CHARLOTTESVILLE, VA"
4824,"1800 Eastview St, Charlottesville, Virginia, 22902","1800 EASTVIEW ST, CHARLOTTESVILLE, VA"
4825,"100 University Mnr, Charlottesville, Virginia, 22903","100 UNIVERSITY MNR, CHARLOTTESVILLE, VA"
4831,"8th St NE, Charlottesville, Virginia, 22902","8TH ST NE, CHARLOTTESVILLE, VA"
4834,"Coleman Ct, Charlottesville, Virginia, 22901","COLEMAN CT, CHARLOTTESVILLE, VA"
4842,"Center Ave, Charlottesville, Virginia, 22903","CENTER AVE, CHARLOTTESVILLE, VA"
4846,"Hydraulic Rd & Seminole Trl, Charlottesville, Virginia, 22901","HYDRAULIC RD & SEMINOLE TRL, CHARLOTTESVILLE, VA"
4850,"Cream St, Charlottesville, Virginia, 22903","CREAM ST, CHARLOTTESVILLE, VA"
4853,"300 Hedge St, Charlottesville, Virginia, 22902","300 HEDGE ST, CHARLOTTESVILLE, VA"
4865,"Wegmans Way & 5th Street Station Pkwy, Charlottesville, Virginia, 22902","WEGMANS WAY & 5TH STREET STATION PKWY, CHARLOTTESVILLE, VA"
4867,"1800 Rugby Pl, Charlottesville, Virginia, 22903","1800 RUGBY PL, CHARLOTTESVILLE, VA"
4872,"1500 Monticello Rd, Charlottesville, Virginia, 22902","1500 MONTICELLO RD, CHARLOTTESVILLE, VA"
4882,Chopt Barracks Road,"CHOPT BARRACKS ROAD, CHARLOTTESVILLE, VA"
4893,"Florence Rd, Charlottesville, Virginia, 22902","FLORENCE RD, CHARLOTTESVILLE, VA"
4920,"2200 Arlington Blvd, Charlottesville, Virginia, 22903","2200 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
4921,"10 Howard Dr, Charlottesville, Virginia, 22903","10 HOWARD DR, CHARLOTTESVILLE, VA"
4927,"800 250 Byp, Charlottesville, Virginia, 22902","800 250 BYP, CHARLOTTESVILLE, VA"
4931,"Sunset Rd, Charlottesville, Virginia, 22903","SUNSET RD, CHARLOTTESVILLE, VA"
4955,"900 Run St, Charlottesville, Virginia, 22903","900 RUN ST, CHARLOTTESVILLE, VA"
4965,"700 Mason St, Charlottesville, Virginia, 22902","700 MASON ST, CHARLOTTESVILLE, VA"
4975,"Main St, Drakes Branch, Virginia, 23937","MAIN ST, CHARLOTTESVILLE, VA"
4976,"Rockcreek Rd, Charlottesville, Virginia, 22903","ROCKCREEK RD, CHARLOTTESVILLE, VA"
4994,"600 1st St S, Charlottesville, Virginia, 22902","600 1ST ST S, CHARLOTTESVILLE, VA"
4996,"Meridian St, Charlottesville, Virginia, 22902","MERIDIAN ST, CHARLOTTESVILLE, VA"
4997,"2200 Center Ave, Charlottesville, Virginia, 22903","2200 CENTER AVE, CHARLOTTESVILLE, VA"
5003,"300 Court Sq, Charlottesville, Virginia, 22902","300 COURT SQ, CHARLOTTESVILLE, VA"
5008,"1100 Rialto St, Charlottesville, Virginia, 22902","1100 RIALTO ST, CHARLOTTESVILLE, VA"
5013,"Commerce St, Charlottesville, Virginia, 22903","COMMERCE ST, CHARLOTTESVILLE, VA"
5014,"Hartmans Mill Rd, Charlottesville, Virginia, 22902","HARTMANS MILL RD, CHARLOTTESVILLE, VA"
5017,"Holmes Ave, Charlottesville, Virginia, 22901","HOLMES AVE, CHARLOTTESVILLE, VA"
5022,"1000 Forest St, Charlottesville, Virginia, 22903","1000 FOREST ST, CHARLOTTESVILLE, VA"
5023,"1700 Rugby Cir, Charlottesville, Virginia, 22903","1700 RUGBY CIR, CHARLOTTESVILLE, VA"
5025,"Ridge McIntire Rd & McIntire Rd, Charlottesville, Virginia, 22902","RIDGE MCINTIRE RD & MCINTIRE RD, CHARLOTTESVILLE, VA"
5027,"500 Shamrock Rd, Charlottesville, Virginia, 22903","500 SHAMROCK RD, CHARLOTTESVILLE, VA"
5030,"100 7th St NW, Charlottesville, Virginia, 22903","100 7TH ST NW, CHARLOTTESVILLE, VA"
5035,"900 2nd St NE, Charlottesville, Virginia, 22902","900 2ND ST NE, CHARLOTTESVILLE, VA"
5037,"1800 Chesapeake St, Charlottesville, Virginia, 22902","1800 CHESAPEAKE ST, CHARLOTTESVILLE, VA"
5038,"Westerly Ave, Charlottesville, Virginia, 22903","WESTERLY AVE, CHARLOTTESVILLE, VA"
5051,"400 Pantops Ctr, Charlottesville, Virginia, 22911","400 PANTOPS CTR, CHARLOTTESVILLE, VA"
5063,"600 13th St NW, Charlottesville, Virginia, 22903","600 13TH ST NW, CHARLOTTESVILLE, VA"
5070,"1900 Edgewood Ln, Charlottesville, Virginia, 22903","1900 EDGEWOOD LN, CHARLOTTESVILLE, VA"
5072,"Plymouth Rd, Charlottesville, Virginia, 22903","PLYMOUTH RD, CHARLOTTESVILLE, VA"
5075,"I-64 W, Charlottesville, Virginia, 22902","I-64 W, CHARLOTTESVILLE, VA"
5092,"1100 Otter St, Charlottesville, Virginia, 22901","1100 OTTER ST, CHARLOTTESVILLE, VA"
5108,"Retriever Run, Charlottesville, Virginia, 22903","RETRIEVER RUN, CHARLOTTESVILLE, VA"
5111,"Keystone Pl, Charlottesville, Virginia, 22902","KEYSTONE PL, CHARLOTTESVILLE, VA"
5120,"100 Slate Pl, Charlottesville, Virginia, 22902","100 SLATE PL, CHARLOTTESVILLE, VA"
5121,"500 Grove Ave, Charlottesville, Virginia, 22902","500 GROVE AVE, CHARLOTTESVILLE, VA"
5127,"2100 Morris Rd, Charlottesville, Virginia, 22903","2100 MORRIS RD, CHARLOTTESVILLE, VA"
5132,"Hydraulic Cir, Charlottesville, Virginia, 22901","HYDRAULIC CIR, CHARLOTTESVILLE, VA"
5135,"Wellford St, Charlottesville, Virginia, 22903","WELLFORD ST, CHARLOTTESVILLE, VA"
